jobInfo_contract-type,jobInfo_country-of-company,jobInfo_payScaleArea,jobInfo_payScaleType,jobInfo_custom-string1,jobInfo_custom-string2,jobInfo_custom-string3,jobInfo_custom-string4,jobInfo_custom-string5,homeAddress_zip-code,homeAddress_address1,homeAddress_address2,homeAddress_address3,homeAddress_address4,homeAddress_city,homeAddress_country,homeAddress_state,homeAddress_custom-string1,homeAddress_custom-string2,biographicalInfoLoc_place-of-birth,biographicalInfoLoc_region-of-birth,globalInfo_attachment-id,globalInfo_gender-country-specific,globalInfo_genericNumber1,globalInfo_genericString2,globalInfo_genericString3,globalInfo_genericString4
Contract Type,Country/Region,Pay Scale Area,Pay Scale Type,Direccion corporativa,Division Nadro,Departamento Nadro,Tipo de jornada SAT,Sindicalizado,Postal Code,Street,Apartment,Colony,Municipality,City,Country/Region,State,Fiscal Postal Code,House Number,Place of Birth,Region Of Birth,Archivo anexo,Gender,Number of Children,Type of Challenge,Issuing Authority,Reference Number

